ercot
47092.0
47092.0
47092.0
47092.0
47092.0
47092.0
47092.0
47092.0
46069.666666666664
44639.583333333336
43681.75
43098.583333333336
42707.25
42938.333333333336
43593.916666666664
44206.416666666664
45660.416666666664
47621.666666666664
49671.0
51498.583333333336
52861.583333333336
54173.416666666664
55330.833333333336
55708.0
